"","ctryname","cowcode2","politycode","un_region_name","un_continent_name","ehead","democracy","leaderspelldem","begindateleaderdem","enddateleaderdem","tenuredem","rightcensdem","coldwar"
"670","Greece",350,350,"Southern Europe","Europe","Konstantinos Karamanlis","Democracy","Konstantinos Karamanlis.Greece.1955.1962.Democracy",1955,1962,8,1,TRUE
"671","Greece",350,350,"Southern Europe","Europe","Ioannis Paraskevopoulos","Democracy","Ioannis Paraskevopoulos.Greece.1963.1963.Democracy",1963,1963,1,1,TRUE
"672","Greece",350,350,"Southern Europe","Europe","Georgios Papandreou","Democracy","Georgios Papandreou.Greece.1964.1964.Democracy",1964,1964,1,1,TRUE
"673","Greece",350,350,"Southern Europe","Europe","Stephanos Stephanopoulos","Democracy","Stephanos Stephanopoulos.Greece.1965.1965.Democracy",1965,1965,1,1,TRUE
"674","Greece",350,350,"Southern Europe","Europe","Ioannis Paraskevopoulos","Democracy","Ioannis Paraskevopoulos.Greece.1966.1966.Democracy",1966,1966,1,1,TRUE
"675","Greece",350,350,"Southern Europe","Europe","Georgios Papadopoulos","Non-democracy","Georgios Papadopoulos.Greece.1967.1972.Non-democracy",1967,1972,6,1,TRUE
"676","Greece",350,350,"Southern Europe","Europe","Phaidon Gizikis","Non-democracy","Phaidon Gizikis.Greece.1973.1973.Non-democracy",1973,1973,1,1,TRUE
"677","Greece",350,350,"Southern Europe","Europe","Konstantinos Karamanlis","Democracy","Konstantinos Karamanlis.Greece.1974.1979.Democracy",1974,1979,6,1,TRUE
"678","Greece",350,350,"Southern Europe","Europe","Georgios Rallis","Democracy","Georgios Rallis.Greece.1980.1980.Democracy",1980,1980,1,1,TRUE
"679","Greece",350,350,"Southern Europe","Europe","Andreas Papandreou","Democracy","Andreas Papandreou.Greece.1981.1988.Democracy",1981,1988,8,1,TRUE
"680","Greece",350,350,"Southern Europe","Europe","Xenophon Zolotas","Democracy","Xenophon Zolotas.Greece.1989.1989.Democracy",1989,1989,1,1,TRUE
"681","Greece",350,350,"Southern Europe","Europe","Xenophon Zolotas","Democracy","Xenophon Zolotas.Greece.1989.1989.Democracy",1989,1989,1,1,FALSE
"682","Greece",350,350,"Southern Europe","Europe","Konstantinos Mitsotakis","Democracy","Konstantinos Mitsotakis.Greece.1990.1992.Democracy",1990,1992,3,1,FALSE
"683","Greece",350,350,"Southern Europe","Europe","Andreas Papandreou","Democracy","Andreas Papandreou.Greece.1993.1995.Democracy",1993,1995,3,0,FALSE
"684","Greece",350,350,"Southern Europe","Europe","Kostas Simitis","Democracy","Kostas Simitis.Greece.1996.2003.Democracy",1996,2003,8,1,FALSE
"685","Greece",350,350,"Southern Europe","Europe","Konstantinos A. (Kostas) Karamanlis","Democracy","Konstantinos A. (Kostas) Karamanlis.Greece.2004.2008.Democracy",2004,2008,5,0,FALSE
"686","Grenada",55,55,"Caribbean","Americas","Eric Gairy","Democracy","Eric Gairy.Grenada.1974.1978.Democracy",1967,1978,12,1,TRUE
"687","Grenada",55,55,"Caribbean","Americas","Maurice Bishop","Non-democracy","Maurice Bishop.Grenada.1979.1982.Non-democracy",1979,1982,4,0,TRUE
"688","Grenada",55,55,"Caribbean","Americas","Nicholas Brathwaite","Non-democracy","Nicholas Brathwaite.Grenada.1983.1983.Non-democracy",1983,1983,1,1,TRUE
"689","Grenada",55,55,"Caribbean","Americas","Herbert Blaize","Democracy","Herbert Blaize.Grenada.1984.1988.Democracy",1984,1988,5,0,TRUE
"690","Grenada",55,55,"Caribbean","Americas","Ben Jones","Democracy","Ben Jones.Grenada.1989.1989.Democracy",1989,1989,1,1,TRUE
"691","Grenada",55,55,"Caribbean","Americas","Ben Jones","Democracy","Ben Jones.Grenada.1989.1989.Democracy",1989,1989,1,1,FALSE
"692","Grenada",55,55,"Caribbean","Americas","Nicholas Brathwaite","Democracy","Nicholas Brathwaite.Grenada.1990.1994.Democracy",1990,1994,5,1,FALSE
"693","Grenada",55,55,"Caribbean","Americas","Keith Mitchell","Democracy","Keith Mitchell.Grenada.1995.2007.Democracy",1995,2007,13,1,FALSE
"694","Grenada",55,55,"Caribbean","Americas","Tillman Joseph Thomas","Democracy","Tillman Joseph Thomas.Grenada.2008.2008.Democracy",2008,2008,1,0,FALSE
"695","Guatemala",90,90,"Central America","Americas","Juan Arevalo","Democracy","Juan Arevalo.Guatemala.1946.1950.Democracy",1945,1945,1,1,FALSE
"696","Guatemala",90,90,"Central America","Americas","Juan Arevalo","Democracy","Juan Arevalo.Guatemala.1946.1950.Democracy",1946,1950,5,1,TRUE
"697","Guatemala",90,90,"Central America","Americas","Jacobo Arbenz Guzman","Democracy","Jacobo Arbenz Guzman.Guatemala.1951.1953.Democracy",1951,1953,3,1,TRUE
"698","Guatemala",90,90,"Central America","Americas","Carlos Castillo Armas","Non-democracy","Carlos Castillo Armas.Guatemala.1954.1956.Non-democracy",1954,1956,3,0,TRUE
"699","Guatemala",90,90,"Central America","Americas","Guillermo Flores Avendano","Non-democracy","Guillermo Flores Avendano.Guatemala.1957.1957.Non-democracy",1957,1957,1,1,TRUE
"700","Guatemala",90,90,"Central America","Americas","Miguel Ydigoras Fuentes","Democracy","Miguel Ydigoras Fuentes.Guatemala.1958.1962.Democracy",1958,1962,5,1,TRUE
"701","Guatemala",90,90,"Central America","Americas","Enrique Peralta Azurdia","Non-democracy","Enrique Peralta Azurdia.Guatemala.1963.1965.Non-democracy",1963,1965,3,1,TRUE
"702","Guatemala",90,90,"Central America","Americas","Julio Mendez Montenegro","Democracy","Julio Mendez Montenegro.Guatemala.1966.1969.Democracy",1966,1969,4,1,TRUE
"703","Guatemala",90,90,"Central America","Americas","Carlos Arana Osorio","Democracy","Carlos Arana Osorio.Guatemala.1970.1973.Democracy",1970,1973,4,1,TRUE
"704","Guatemala",90,90,"Central America","Americas","Kjell Laugerud Garcia","Democracy","Kjell Laugerud Garcia.Guatemala.1974.1977.Democracy",1974,1977,4,1,TRUE
"705","Guatemala",90,90,"Central America","Americas","Romeo Lucas Garcia","Democracy","Romeo Lucas Garcia.Guatemala.1978.1981.Democracy",1978,1981,4,1,TRUE
"706","Guatemala",90,90,"Central America","Americas","Efrain Rios Montt","Non-democracy","Efrain Rios Montt.Guatemala.1982.1982.Non-democracy",1982,1982,1,1,TRUE
"707","Guatemala",90,90,"Central America","Americas","Oscar Humberto Mejia Victores","Non-democracy","Oscar Humberto Mejia Victores.Guatemala.1983.1985.Non-democracy",1983,1985,3,1,TRUE
"708","Guatemala",90,90,"Central America","Americas","Marco Vinicio Cerezo Arevalo","Democracy","Marco Vinicio Cerezo Arevalo.Guatemala.1986.1990.Democracy",1986,1989,4,1,TRUE
"709","Guatemala",90,90,"Central America","Americas","Marco Vinicio Cerezo Arevalo","Democracy","Marco Vinicio Cerezo Arevalo.Guatemala.1986.1990.Democracy",1990,1990,1,1,FALSE
"710","Guatemala",90,90,"Central America","Americas","Jorge Serrano Elias","Democracy","Jorge Serrano Elias.Guatemala.1991.1992.Democracy",1991,1992,2,1,FALSE
"711","Guatemala",90,90,"Central America","Americas","Ramiro de Leon Carpio","Democracy","Ramiro de Leon Carpio.Guatemala.1993.1995.Democracy",1993,1995,3,1,FALSE
"712","Guatemala",90,90,"Central America","Americas","Alvaro Arzu Irigoyen","Democracy","Alvaro Arzu Irigoyen.Guatemala.1996.1999.Democracy",1996,1999,4,1,FALSE
"713","Guatemala",90,90,"Central America","Americas","Alfonso Antonio Portillo Cabrera","Democracy","Alfonso Antonio Portillo Cabrera.Guatemala.2000.2007.Democracy",2000,2007,8,1,FALSE
"714","Guatemala",90,90,"Central America","Americas","ï¿½lvaro Colom Caballeros","Democracy","ï¿½lvaro Colom Caballeros.Guatemala.2008.2008.Democracy",2008,2008,1,0,FALSE
"715","Guinea",438,438,"Western Africa","Africa","Ahmed Sekou Toure","Non-democracy","Ahmed Sekou Toure.Guinea.1958.1983.Non-democracy",1958,1983,26,0,TRUE
"716","Guinea",438,438,"Western Africa","Africa","Lansana Conte","Non-democracy","Lansana Conte.Guinea.1984.2007.Non-democracy",1984,1989,6,0,TRUE
"717","Guinea",438,438,"Western Africa","Africa","Lansana Conte","Non-democracy","Lansana Conte.Guinea.1984.2007.Non-democracy",1990,2007,18,0,FALSE
"718","Guinea",438,438,"Western Africa","Africa","Moussa Dadis Camara","Non-democracy","Moussa Dadis Camara.Guinea.2008.2008.Non-democracy",2008,2008,1,0,FALSE
"719","Guinea-Bissau",404,404,"Western Africa","Africa","Luis Cabral","Non-democracy","Luis Cabral.Guinea-Bissau.1974.1979.Non-democracy",1974,1979,6,1,TRUE
"720","Guinea-Bissau",404,404,"Western Africa","Africa","Joao Vieira","Non-democracy","Joao Vieira.Guinea-Bissau.1980.1998.Non-democracy",1980,1989,10,1,TRUE
"721","Guinea-Bissau",404,404,"Western Africa","Africa","Joao Vieira","Non-democracy","Joao Vieira.Guinea-Bissau.1980.1998.Non-democracy",1990,1998,9,1,FALSE
"722","Guinea-Bissau",404,404,"Western Africa","Africa","Ansumane Mane","Non-democracy","Ansumane Mane.Guinea-Bissau.1999.1999.Non-democracy",1999,1999,1,1,FALSE
"723","Guinea-Bissau",404,404,"Western Africa","Africa","Kumba Iala","Democracy","Kumba Iala.Guinea-Bissau.2000.2002.Democracy",2000,2002,3,1,FALSE
"724","Guinea-Bissau",404,404,"Western Africa","Africa","Henrique Rosa","Non-democracy","Henrique Rosa.Guinea-Bissau.2003.2003.Non-democracy",2003,2003,1,1,FALSE
"725","Guinea-Bissau",404,404,"Western Africa","Africa","Carlos Gomes","Democracy","Carlos Gomes.Guinea-Bissau.2004.2004.Democracy",2004,2004,1,1,FALSE
"726","Guinea-Bissau",404,404,"Western Africa","Africa","Aristides Gomes","Democracy","Aristides Gomes.Guinea-Bissau.2005.2006.Democracy",2005,2006,2,1,FALSE
"727","Guinea-Bissau",404,404,"Western Africa","Africa","Martinho Ndafa Cabi","Democracy","Martinho Ndafa Cabi.Guinea-Bissau.2007.2007.Democracy",2007,2007,1,1,FALSE
"728","Guinea-Bissau",404,404,"Western Africa","Africa","Carlos Correia","Democracy","Carlos Correia.Guinea-Bissau.2008.2008.Democracy",2008,2008,1,0,FALSE
"729","Guyana",110,110,"South America","Americas","Forbes Burnham","Non-democracy","Forbes Burnham.Guyana.1966.1984.Non-democracy",1966,1984,19,0,TRUE
"730","Guyana",110,110,"South America","Americas","Desmond Hoyte","Non-democracy","Desmond Hoyte.Guyana.1985.1991.Non-democracy",1985,1989,5,1,TRUE
"731","Guyana",110,110,"South America","Americas","Desmond Hoyte","Non-democracy","Desmond Hoyte.Guyana.1985.1991.Non-democracy",1990,1991,2,1,FALSE
"732","Guyana",110,110,"South America","Americas","Cheddi Jagan","Non-democracy","Cheddi Jagan.Guyana.1992.1996.Non-democracy",1992,1996,5,0,FALSE
"733","Guyana",110,110,"South America","Americas","Janet Jagan","Non-democracy","Janet Jagan.Guyana.1997.1998.Non-democracy",1997,1998,2,1,FALSE
"734","Guyana",110,110,"South America","Americas","Bharrat Jagdeo","Non-democracy","Bharrat Jagdeo.Guyana.1999.2008.Non-democracy",1999,2008,10,0,FALSE
"735","Haiti",41,41,"Caribbean","Americas","Dumarsais Estime","Non-democracy","Dumarsais Estime.Haiti.1946.1949.Non-democracy",1946,1949,4,1,TRUE
"736","Haiti",41,41,"Caribbean","Americas","Paul Eugene Magloire","Non-democracy","Paul Eugene Magloire.Haiti.1950.1955.Non-democracy",1950,1955,6,1,TRUE
"737","Haiti",41,41,"Caribbean","Americas","Joseph Nemours Pierre-Louis","Non-democracy","Joseph Nemours Pierre-Louis.Haiti.1956.1956.Non-democracy",1956,1956,1,1,TRUE
"738","Haiti",41,41,"Caribbean","Americas","Francois Duvalier","Non-democracy","Francois Duvalier.Haiti.1957.1970.Non-democracy",1957,1970,14,0,TRUE
"739","Haiti",41,41,"Caribbean","Americas","Jean-Claude Duvalier","Non-democracy","Jean-Claude Duvalier.Haiti.1971.1985.Non-democracy",1971,1985,15,1,TRUE
"740","Haiti",41,41,"Caribbean","Americas","Henri Namphy","Non-democracy","Henri Namphy.Haiti.1986.1987.Non-democracy",1986,1987,2,1,TRUE
"741","Haiti",41,41,"Caribbean","Americas","Prosper Avril","Non-democracy","Prosper Avril.Haiti.1988.1989.Non-democracy",1988,1989,2,1,TRUE
"742","Haiti",41,41,"Caribbean","Americas","Ertha Pascal-Trouillot","Non-democracy","Ertha Pascal-Trouillot.Haiti.1990.1990.Non-democracy",1990,1990,1,1,FALSE
"743","Haiti",41,41,"Caribbean","Americas","Joseph Nerette","Non-democracy","Joseph Nerette.Haiti.1991.1991.Non-democracy",1991,1991,1,1,FALSE
"744","Haiti",41,41,"Caribbean","Americas","Marc Bazin","Non-democracy","Marc Bazin.Haiti.1992.1992.Non-democracy",1992,1992,1,1,FALSE
"745","Haiti",41,41,"Caribbean","Americas","Jean-Bertrand Aristide","Non-democracy","Jean-Bertrand Aristide.Haiti.1993.1995.Non-democracy",1993,1995,3,1,FALSE
"746","Haiti",41,41,"Caribbean","Americas","Rene Garcia Preval","Non-democracy","Rene Garcia Preval.Haiti.1996.2000.Non-democracy",1996,2000,5,1,FALSE
"747","Haiti",41,41,"Caribbean","Americas","Jean-Bertrand Aristide","Non-democracy","Jean-Bertrand Aristide.Haiti.2001.2003.Non-democracy",2001,2003,3,1,FALSE
"748","Haiti",41,41,"Caribbean","Americas","Boniface Alexandre","Non-democracy","Boniface Alexandre.Haiti.2004.2005.Non-democracy",2004,2005,2,1,FALSE
"749","Haiti",41,41,"Caribbean","Americas","Rene Garcia Preval","Non-democracy","Rene Garcia Preval.Haiti.2006.2008.Non-democracy",2006,2008,3,0,FALSE
"750","Honduras",91,91,"Central America","Americas","Tiburcio Carias Andino","Non-democracy","Tiburcio Carias Andino.Honduras.1946.1948.Non-democracy",1933,1945,13,1,FALSE
"751","Honduras",91,91,"Central America","Americas","Tiburcio Carias Andino","Non-democracy","Tiburcio Carias Andino.Honduras.1946.1948.Non-democracy",1946,1948,3,1,TRUE
"752","Honduras",91,91,"Central America","Americas","Juan Manuel Galvez","Non-democracy","Juan Manuel Galvez.Honduras.1949.1953.Non-democracy",1949,1953,5,1,TRUE
"753","Honduras",91,91,"Central America","Americas","Julio Lozano Diaz","Non-democracy","Julio Lozano Diaz.Honduras.1954.1955.Non-democracy",1954,1955,2,1,TRUE
"754","Honduras",91,91,"Central America","Americas","Roque Rodriguez","Non-democracy","Roque Rodriguez.Honduras.1956.1956.Non-democracy",1956,1956,1,1,TRUE
"755","Honduras",91,91,"Central America","Americas","Ramon Villeda Morales","Democracy","Ramon Villeda Morales.Honduras.1957.1962.Democracy",1957,1962,6,1,TRUE
"756","Honduras",91,91,"Central America","Americas","Oswaldo Lopez Arellano","Non-democracy","Oswaldo Lopez Arellano.Honduras.1963.1970.Non-democracy",1963,1970,8,1,TRUE
"757","Honduras",91,91,"Central America","Americas","Ramon Ernesto Cruz Ucles","Democracy","Ramon Ernesto Cruz Ucles.Honduras.1971.1971.Democracy",1971,1971,1,1,TRUE
"758","Honduras",91,91,"Central America","Americas","Oswaldo Lopez Arellano","Non-democracy","Oswaldo Lopez Arellano.Honduras.1972.1974.Non-democracy",1972,1974,3,1,TRUE
"759","Honduras",91,91,"Central America","Americas","Juan Alberto Melgar Castro","Non-democracy","Juan Alberto Melgar Castro.Honduras.1975.1977.Non-democracy",1975,1977,3,1,TRUE
"760","Honduras",91,91,"Central America","Americas","Policarpo Paz Garcia","Non-democracy","Policarpo Paz Garcia.Honduras.1978.1981.Non-democracy",1978,1981,4,1,TRUE
"761","Honduras",91,91,"Central America","Americas","Roberto Suazo Cordova","Democracy","Roberto Suazo Cordova.Honduras.1982.1985.Democracy",1982,1985,4,1,TRUE
"762","Honduras",91,91,"Central America","Americas","Jose Azcona Hoyo","Democracy","Jose Azcona Hoyo.Honduras.1986.1989.Democracy",1986,1989,4,1,TRUE
"763","Honduras",91,91,"Central America","Americas","Rafael Leonardo Callejas","Democracy","Rafael Leonardo Callejas.Honduras.1990.1993.Democracy",1990,1993,4,1,FALSE
"764","Honduras",91,91,"Central America","Americas","Carlos Roberto Reina Idiaquez","Democracy","Carlos Roberto Reina Idiaquez.Honduras.1994.1997.Democracy",1994,1997,4,1,FALSE
"765","Honduras",91,91,"Central America","Americas","Carlos Roberto Flores Facusse","Democracy","Carlos Roberto Flores Facusse.Honduras.1998.2001.Democracy",1998,2001,4,1,FALSE
"766","Honduras",91,91,"Central America","Americas","Ricardo Maduro Joest","Democracy","Ricardo Maduro Joest.Honduras.2002.2005.Democracy",2002,2005,4,1,FALSE
"767","Honduras",91,91,"Central America","Americas","Josï¿½ Manuel Zelaya Rosales","Democracy","Josï¿½ Manuel Zelaya Rosales.Honduras.2006.2008.Democracy",2006,2008,3,0,FALSE
"768","Hungary",310,310,"Eastern Europe","Europe","Matyas Rakosi","Non-democracy","Matyas Rakosi.Hungary.1946.1955.Non-democracy",1945,1945,1,1,FALSE
"769","Hungary",310,310,"Eastern Europe","Europe","Matyas Rakosi","Non-democracy","Matyas Rakosi.Hungary.1946.1955.Non-democracy",1946,1955,10,1,TRUE
"770","Hungary",310,310,"Eastern Europe","Europe","Janos Kadar","Non-democracy","Janos Kadar.Hungary.1956.1987.Non-democracy",1956,1987,32,1,TRUE
"771","Hungary",310,310,"Eastern Europe","Europe","Karoly Grosz","Non-democracy","Karoly Grosz.Hungary.1988.1988.Non-democracy",1988,1988,1,1,TRUE
"772","Hungary",310,310,"Eastern Europe","Europe","Miklos Nemeth","Non-democracy","Miklos Nemeth.Hungary.1989.1989.Non-democracy",1989,1989,1,1,TRUE
"773","Hungary",310,310,"Eastern Europe","Europe","Miklos Nemeth","Non-democracy","Miklos Nemeth.Hungary.1989.1989.Non-democracy",1989,1989,1,1,FALSE
"774","Hungary",310,310,"Eastern Europe","Europe","Jozsef Antall","Democracy","Jozsef Antall.Hungary.1990.1992.Democracy",1990,1992,3,0,FALSE
"775","Hungary",310,310,"Eastern Europe","Europe","Peter Boross","Democracy","Peter Boross.Hungary.1993.1993.Democracy",1993,1993,1,1,FALSE
"776","Hungary",310,310,"Eastern Europe","Europe","Gyula Horn","Democracy","Gyula Horn.Hungary.1994.1997.Democracy",1994,1997,4,1,FALSE
"777","Hungary",310,310,"Eastern Europe","Europe","Viktor Orban","Democracy","Viktor Orban.Hungary.1998.2001.Democracy",1998,2001,4,1,FALSE
"778","Hungary",310,310,"Eastern Europe","Europe","Peter Medgyessy","Democracy","Peter Medgyessy.Hungary.2002.2003.Democracy",2002,2003,2,1,FALSE
"779","Hungary",310,310,"Eastern Europe","Europe","Ferenc Gyurcsï¿½ny","Democracy","Ferenc Gyurcsï¿½ny.Hungary.2004.2008.Democracy",2004,2008,5,0,FALSE
"780","Iceland",395,395,"Northern Europe","Europe","Olafur Thors","Democracy","Olafur Thors.Iceland.1946.1946.Democracy",1944,1945,2,1,FALSE
"781","Iceland",395,395,"Northern Europe","Europe","Olafur Thors","Democracy","Olafur Thors.Iceland.1946.1946.Democracy",1946,1946,1,1,TRUE
"782","Iceland",395,395,"Northern Europe","Europe","Stefan Stefansson","Democracy","Stefan Stefansson.Iceland.1947.1948.Democracy",1947,1948,2,1,TRUE
"783","Iceland",395,395,"Northern Europe","Europe","Olafur Thors","Democracy","Olafur Thors.Iceland.1949.1949.Democracy",1949,1949,1,1,TRUE
"784","Iceland",395,395,"Northern Europe","Europe","Steingrimur Steinthorsson","Democracy","Steingrimur Steinthorsson.Iceland.1950.1952.Democracy",1950,1952,3,1,TRUE
"785","Iceland",395,395,"Northern Europe","Europe","Olafur Thors","Democracy","Olafur Thors.Iceland.1953.1955.Democracy",1953,1955,3,1,TRUE
"786","Iceland",395,395,"Northern Europe","Europe","Hermann Jonasson","Democracy","Hermann Jonasson.Iceland.1956.1957.Democracy",1956,1957,2,1,TRUE
"787","Iceland",395,395,"Northern Europe","Europe","Emil Jonsson","Democracy","Emil Jonsson.Iceland.1958.1958.Democracy",1958,1958,1,1,TRUE
"788","Iceland",395,395,"Northern Europe","Europe","Olafur Thors","Democracy","Olafur Thors.Iceland.1959.1962.Democracy",1959,1962,4,1,TRUE
"789","Iceland",395,395,"Northern Europe","Europe","Bjarni Benediktsson","Democracy","Bjarni Benediktsson.Iceland.1963.1969.Democracy",1963,1969,7,0,TRUE
"790","Iceland",395,395,"Northern Europe","Europe","Johann Hafstein","Democracy","Johann Hafstein.Iceland.1970.1970.Democracy",1970,1970,1,1,TRUE
"791","Iceland",395,395,"Northern Europe","Europe","Olafur Johannesson","Democracy","Olafur Johannesson.Iceland.1971.1973.Democracy",1971,1973,3,1,TRUE
"792","Iceland",395,395,"Northern Europe","Europe","Geir Hallgrimsson","Democracy","Geir Hallgrimsson.Iceland.1974.1977.Democracy",1974,1977,4,1,TRUE
"793","Iceland",395,395,"Northern Europe","Europe","Olafur Johannesson","Democracy","Olafur Johannesson.Iceland.1978.1978.Democracy",1978,1978,1,1,TRUE
