order,ctryname,cowcode,un_region_name,un_continent_name,ehead,democracy,regime,leaderspellreg,tenurereg,edatereg,rightcensreg
658,Guinea-Bissau,404,Western Africa,Africa,Kumba Iala,Democracy,Mixed Dem,Kumba Iala.Guinea-Bissau.2000.Mixed Dem,3,2000,1
659,Guinea-Bissau,404,Western Africa,Africa,Henrique Rosa,Non-democracy,Civilian Dict,Henrique Rosa.Guinea-Bissau.2003.Civilian Dict,1,2003,1
660,Guinea-Bissau,404,Western Africa,Africa,Carlos Gomes,Democracy,Mixed Dem,Carlos Gomes.Guinea-Bissau.2004.Mixed Dem,1,2004,1
661,Guinea-Bissau,404,Western Africa,Africa,Aristides Gomes,Democracy,Mixed Dem,Aristides Gomes.Guinea-Bissau.2005.Mixed Dem,2,2005,1
662,Guinea-Bissau,404,Western Africa,Africa,Martinho Ndafa Cabi,Democracy,Mixed Dem,Martinho Ndafa Cabi.Guinea-Bissau.2007.Mixed Dem,1,2007,1
663,Guinea-Bissau,404,Western Africa,Africa,Carlos Correia,Democracy,Mixed Dem,Carlos Correia.Guinea-Bissau.2008.Mixed Dem,1,2008,0
664,Guyana,110,South America,Americas,Forbes Burnham,Non-democracy,Civilian Dict,Forbes Burnham.Guyana.1966.Civilian Dict,19,1966,0
665,Guyana,110,South America,Americas,Desmond Hoyte,Non-democracy,Civilian Dict,Desmond Hoyte.Guyana.1985.Civilian Dict,7,1985,1
666,Guyana,110,South America,Americas,Cheddi Jagan,Non-democracy,Civilian Dict,Cheddi Jagan.Guyana.1992.Civilian Dict,5,1992,0
667,Guyana,110,South America,Americas,Janet Jagan,Non-democracy,Civilian Dict,Janet Jagan.Guyana.1997.Civilian Dict,2,1997,1
668,Guyana,110,South America,Americas,Bharrat Jagdeo,Non-democracy,Civilian Dict,Bharrat Jagdeo.Guyana.1946.Civilian Dict,10,1999,0
669,Haiti,41,Caribbean,Americas,Dumarsais Estime,Non-democracy,Civilian Dict,Dumarsais Estime.Haiti.1946.Civilian Dict,4,1946,1
670,Haiti,41,Caribbean,Americas,Paul Eugene Magloire,Non-democracy,Military Dict,Paul Eugene Magloire.Haiti.1950.Military Dict,6,1950,1
671,Haiti,41,Caribbean,Americas,Joseph Nemours Pierre-Louis,Non-democracy,Civilian Dict,Joseph Nemours Pierre-Louis.Haiti.1956.Civilian Dict,1,1956,1
672,Haiti,41,Caribbean,Americas,Francois Duvalier,Non-democracy,Civilian Dict,Francois Duvalier.Haiti.1957.Civilian Dict,14,1957,0
673,Haiti,41,Caribbean,Americas,Jean-Claude Duvalier,Non-democracy,Civilian Dict,Jean-Claude Duvalier.Haiti.1971.Civilian Dict,15,1971,1
674,Haiti,41,Caribbean,Americas,Henri Namphy,Non-democracy,Military Dict,Henri Namphy.Haiti.1986.Military Dict,2,1986,1
675,Haiti,41,Caribbean,Americas,Prosper Avril,Non-democracy,Military Dict,Prosper Avril.Haiti.1988.Military Dict,2,1988,1
676,Haiti,41,Caribbean,Americas,Ertha Pascal-Trouillot,Non-democracy,Civilian Dict,Ertha Pascal-Trouillot.Haiti.1990.Civilian Dict,1,1990,1
677,Haiti,41,Caribbean,Americas,Joseph Nerette,Non-democracy,Civilian Dict,Joseph Nerette.Haiti.1991.Civilian Dict,1,1991,1
678,Haiti,41,Caribbean,Americas,Marc Bazin,Non-democracy,Civilian Dict,Marc Bazin.Haiti.1992.Civilian Dict,1,1992,1
679,Haiti,41,Caribbean,Americas,Jean-Bertrand Aristide,Non-democracy,Civilian Dict,Jean-Bertrand Aristide.Haiti.1993.Civilian Dict,3,1993,1
680,Haiti,41,Caribbean,Americas,Rene Garcia Preval,Non-democracy,Civilian Dict,Rene Garcia Preval.Haiti.1996.Civilian Dict,5,1996,1
681,Haiti,41,Caribbean,Americas,Jean-Bertrand Aristide,Non-democracy,Civilian Dict,Jean-Bertrand Aristide.Haiti.2001.Civilian Dict,3,2001,1
682,Haiti,41,Caribbean,Americas,Boniface Alexandre,Non-democracy,Civilian Dict,Boniface Alexandre.Haiti.2004.Civilian Dict,2,2004,1
683,Haiti,41,Caribbean,Americas,Rene Garcia Preval,Non-democracy,Civilian Dict,Rene Garcia Preval.Haiti.2006.Civilian Dict,3,2006,0
684,Honduras,91,Central America,Americas,Tiburcio Carias Andino,Non-democracy,Military Dict,Tiburcio Carias Andino.Honduras.1946.Military Dict,3,1946,1
685,Honduras,91,Central America,Americas,Juan Manuel Galvez,Non-democracy,Civilian Dict,Juan Manuel Galvez.Honduras.1949.Civilian Dict,5,1949,1
686,Honduras,91,Central America,Americas,Julio Lozano Diaz,Non-democracy,Civilian Dict,Julio Lozano Diaz.Honduras.1954.Civilian Dict,2,1954,1
687,Honduras,91,Central America,Americas,Roque Rodriguez,Non-democracy,Military Dict,Roque Rodriguez.Honduras.1956.Military Dict,1,1956,1
688,Honduras,91,Central America,Americas,Ramon Villeda Morales,Democracy,Presidential Dem,Ramon Villeda Morales.Honduras.1957.Presidential Dem,6,1957,1
689,Honduras,91,Central America,Americas,Oswaldo Lopez Arellano,Non-democracy,Military Dict,Oswaldo Lopez Arellano.Honduras.1963.Military Dict,8,1963,1
690,Honduras,91,Central America,Americas,Ramon Ernesto Cruz Ucles,Democracy,Presidential Dem,Ramon Ernesto Cruz Ucles.Honduras.1971.Presidential Dem,1,1971,1
691,Honduras,91,Central America,Americas,Oswaldo Lopez Arellano,Non-democracy,Military Dict,Oswaldo Lopez Arellano.Honduras.1972.Military Dict,3,1972,1
692,Honduras,91,Central America,Americas,Juan Alberto Melgar Castro,Non-democracy,Military Dict,Juan Alberto Melgar Castro.Honduras.1975.Military Dict,3,1975,1
693,Honduras,91,Central America,Americas,Policarpo Paz Garcia,Non-democracy,Military Dict,Policarpo Paz Garcia.Honduras.1978.Military Dict,4,1978,1
694,Honduras,91,Central America,Americas,Roberto Suazo Cordova,Democracy,Presidential Dem,Roberto Suazo Cordova.Honduras.1982.Presidential Dem,4,1982,1
695,Honduras,91,Central America,Americas,Jose Azcona Hoyo,Democracy,Presidential Dem,Jose Azcona Hoyo.Honduras.1986.Presidential Dem,4,1986,1
696,Honduras,91,Central America,Americas,Rafael Leonardo Callejas,Democracy,Presidential Dem,Rafael Leonardo Callejas.Honduras.1990.Presidential Dem,4,1990,1
697,Honduras,91,Central America,Americas,Carlos Roberto Reina Idiaquez,Democracy,Presidential Dem,Carlos Roberto Reina Idiaquez.Honduras.1994.Presidential Dem,4,1994,1
698,Honduras,91,Central America,Americas,Carlos Roberto Flores Facusse,Democracy,Presidential Dem,Carlos Roberto Flores Facusse.Honduras.1998.Presidential Dem,4,1998,1
699,Honduras,91,Central America,Americas,Ricardo Maduro Joest,Democracy,Presidential Dem,Ricardo Maduro Joest.Honduras.2002.Presidential Dem,4,2002,1
700,Honduras,91,Central America,Americas,Josï¿½ Manuel Zelaya Rosales,Democracy,Presidential Dem,Josï¿½ Manuel Zelaya Rosales.Honduras.2006.Presidential Dem,3,2006,0
701,Hungary,310,Eastern Europe,Europe,Matyas Rakosi,Non-democracy,Civilian Dict,Matyas Rakosi.Hungary.1946.Civilian Dict,10,1946,1
702,Hungary,310,Eastern Europe,Europe,Janos Kadar,Non-democracy,Civilian Dict,Janos Kadar.Hungary.1956.Civilian Dict,32,1956,1
703,Hungary,310,Eastern Europe,Europe,Karoly Grosz,Non-democracy,Civilian Dict,Karoly Grosz.Hungary.1988.Civilian Dict,1,1988,1
704,Hungary,310,Eastern Europe,Europe,Miklos Nemeth,Non-democracy,Civilian Dict,Miklos Nemeth.Hungary.1989.Civilian Dict,1,1989,1
705,Hungary,310,Eastern Europe,Europe,Jozsef Antall,Democracy,Parliamentary Dem,Jozsef Antall.Hungary.1990.Parliamentary Dem,3,1990,0
706,Hungary,310,Eastern Europe,Europe,Peter Boross,Democracy,Parliamentary Dem,Peter Boross.Hungary.1993.Parliamentary Dem,1,1993,1
707,Hungary,310,Eastern Europe,Europe,Gyula Horn,Democracy,Parliamentary Dem,Gyula Horn.Hungary.1994.Parliamentary Dem,4,1994,1
708,Hungary,310,Eastern Europe,Europe,Viktor Orban,Democracy,Parliamentary Dem,Viktor Orban.Hungary.1998.Parliamentary Dem,4,1998,1
709,Hungary,310,Eastern Europe,Europe,Peter Medgyessy,Democracy,Parliamentary Dem,Peter Medgyessy.Hungary.2002.Parliamentary Dem,2,2002,1
710,Hungary,310,Eastern Europe,Europe,Ferenc Gyurcsï¿½ny,Democracy,Parliamentary Dem,Ferenc Gyurcsï¿½ny.Hungary.2004.Parliamentary Dem,5,2004,0
711,Iceland,395,Northern Europe,Europe,Olafur Thors,Democracy,Mixed Dem,Olafur Thors.Iceland.1946.Mixed Dem,1,1946,1
712,Iceland,395,Northern Europe,Europe,Stefan Stefansson,Democracy,Mixed Dem,Stefan Stefansson.Iceland.1947.Mixed Dem,2,1947,1
713,Iceland,395,Northern Europe,Europe,Olafur Thors,Democracy,Mixed Dem,Olafur Thors.Iceland.1949.Mixed Dem,1,1949,1
714,Iceland,395,Northern Europe,Europe,Steingrimur Steinthorsson,Democracy,Mixed Dem,Steingrimur Steinthorsson.Iceland.1950.Mixed Dem,3,1950,1
715,Iceland,395,Northern Europe,Europe,Olafur Thors,Democracy,Mixed Dem,Olafur Thors.Iceland.1953.Mixed Dem,3,1953,1
716,Iceland,395,Northern Europe,Europe,Hermann Jonasson,Democracy,Mixed Dem,Hermann Jonasson.Iceland.1956.Mixed Dem,2,1956,1
717,Iceland,395,Northern Europe,Europe,Emil Jonsson,Democracy,Mixed Dem,Emil Jonsson.Iceland.1958.Mixed Dem,1,1958,1
718,Iceland,395,Northern Europe,Europe,Olafur Thors,Democracy,Mixed Dem,Olafur Thors.Iceland.1959.Mixed Dem,4,1959,1
719,Iceland,395,Northern Europe,Europe,Bjarni Benediktsson,Democracy,Mixed Dem,Bjarni Benediktsson.Iceland.1963.Mixed Dem,7,1963,0
720,Iceland,395,Northern Europe,Europe,Johann Hafstein,Democracy,Mixed Dem,Johann Hafstein.Iceland.1970.Mixed Dem,1,1970,1
721,Iceland,395,Northern Europe,Europe,Olafur Johannesson,Democracy,Mixed Dem,Olafur Johannesson.Iceland.1971.Mixed Dem,3,1971,1
722,Iceland,395,Northern Europe,Europe,Geir Hallgrimsson,Democracy,Mixed Dem,Geir Hallgrimsson.Iceland.1974.Mixed Dem,4,1974,1
723,Iceland,395,Northern Europe,Europe,Olafur Johannesson,Democracy,Mixed Dem,Olafur Johannesson.Iceland.1978.Mixed Dem,1,1978,1
724,Iceland,395,Northern Europe,Europe,Benedikt Groendal,Democracy,Mixed Dem,Benedikt Groendal.Iceland.1979.Mixed Dem,1,1979,1
725,Iceland,395,Northern Europe,Europe,Gunnar Thoroddsen,Democracy,Mixed Dem,Gunnar Thoroddsen.Iceland.1980.Mixed Dem,3,1980,1
726,Iceland,395,Northern Europe,Europe,Steingrimur Hermannsson,Democracy,Mixed Dem,Steingrimur Hermannsson.Iceland.1983.Mixed Dem,4,1983,1
727,Iceland,395,Northern Europe,Europe,Thorsteinn Palsson,Democracy,Mixed Dem,Thorsteinn Palsson.Iceland.1987.Mixed Dem,1,1987,1
728,Iceland,395,Northern Europe,Europe,Steingrimur Hermannsson,Democracy,Mixed Dem,Steingrimur Hermannsson.Iceland.1988.Mixed Dem,3,1988,1
729,Iceland,395,Northern Europe,Europe,David Oddsson,Democracy,Mixed Dem,David Oddsson.Iceland.1991.Mixed Dem,13,1991,1
730,Iceland,395,Northern Europe,Europe,Halldï¿½r ï¿½sgrï¿½msson,Democracy,Mixed Dem,Halldï¿½r ï¿½sgrï¿½msson.Iceland.2004.Mixed Dem,2,2004,1
731,Iceland,395,Northern Europe,Europe,Geir Hilmar Haarde,Democracy,Mixed Dem,Geir Hilmar Haarde.Iceland.2006.Mixed Dem,3,2006,0
732,India,750,Southern Asia,Asia,Jawaharlal Nehru,Democracy,Parliamentary Dem,Jawaharlal Nehru.India.1947.Parliamentary Dem,17,1947,0
733,India,750,Southern Asia,Asia,Lal Bahadur Shastri,Democracy,Parliamentary Dem,Lal Bahadur Shastri.India.1964.Parliamentary Dem,2,1964,1
734,India,750,Southern Asia,Asia,Indira Gandhi,Democracy,Parliamentary Dem,Indira Gandhi.India.1966.Parliamentary Dem,11,1966,1
735,India,750,Southern Asia,Asia,Morarji Desai,Democracy,Parliamentary Dem,Morarji Desai.India.1977.Parliamentary Dem,2,1977,1
736,India,750,Southern Asia,Asia,Charan Singh,Democracy,Parliamentary Dem,Charan Singh.India.1979.Parliamentary Dem,1,1979,1
737,India,750,Southern Asia,Asia,Indira Gandhi,Democracy,Parliamentary Dem,Indira Gandhi.India.1980.Parliamentary Dem,4,1980,0
738,India,750,Southern Asia,Asia,Rajiv Gandhi,Democracy,Parliamentary Dem,Rajiv Gandhi.India.1984.Parliamentary Dem,5,1984,0
739,India,750,Southern Asia,Asia,Vishwanath Pratap Singh,Democracy,Parliamentary Dem,Vishwanath Pratap Singh.India.1989.Parliamentary Dem,1,1989,1
740,India,750,Southern Asia,Asia,Chandra Shekhar,Democracy,Parliamentary Dem,Chandra Shekhar.India.1990.Parliamentary Dem,1,1990,1
741,India,750,Southern Asia,Asia,P.V. Narasimha Rao,Democracy,Parliamentary Dem,P.V. Narasimha Rao.India.1991.Parliamentary Dem,5,1991,1
742,India,750,Southern Asia,Asia,H.D. Deve Gowda,Democracy,Parliamentary Dem,H.D. Deve Gowda.India.1996.Parliamentary Dem,1,1996,1
743,India,750,Southern Asia,Asia,Inder Kumar Gujral,Democracy,Parliamentary Dem,Inder Kumar Gujral.India.1997.Parliamentary Dem,1,1997,1
744,India,750,Southern Asia,Asia,Atal Bihari Vajpayee,Democracy,Parliamentary Dem,Atal Bihari Vajpayee.India.1998.Parliamentary Dem,6,1998,1
745,India,750,Southern Asia,Asia,Manmohan Singh,Democracy,Parliamentary Dem,Manmohan Singh.India.2004.Parliamentary Dem,5,2004,0
746,Indonesia,850,South-Eastern Asia,Asia,Sukarno,Non-democracy,Civilian Dict,Sukarno.Indonesia.1949.Civilian Dict,17,1949,1
747,Indonesia,850,South-Eastern Asia,Asia,Suharto,Non-democracy,Military Dict,Suharto.Indonesia.1966.Military Dict,32,1966,1
748,Indonesia,850,South-Eastern Asia,Asia,military,Non-democracy,Military Dict,military.Indonesia.1998.Military Dict,1,1998,1
749,Indonesia,850,South-Eastern Asia,Asia,Abdurrahman Wahid,Democracy,Presidential Dem,Abdurrahman Wahid.Indonesia.1999.Presidential Dem,2,1999,1
750,Indonesia,850,South-Eastern Asia,Asia,Megawati Sukarnoputri,Democracy,Presidential Dem,Megawati Sukarnoputri.Indonesia.2001.Presidential Dem,3,2001,1
751,Indonesia,850,South-Eastern Asia,Asia,Susilo Bambang Yudhoyono,Democracy,Presidential Dem,Susilo Bambang Yudhoyono.Indonesia.2004.Presidential Dem,5,2004,0
752,Iran,630,Southern Asia,Asia,Mohammed Reza Pahlavi,Non-democracy,Monarchy,Mohammed Reza Pahlavi.Iran.1946.Monarchy,33,1946,1
753,Iran,630,Southern Asia,Asia,Ayatollah Ruhollah Khomeini,Non-democracy,Civilian Dict,Ayatollah Ruhollah Khomeini.Iran.1979.Civilian Dict,10,1979,0
754,Iran,630,Southern Asia,Asia,Ayatollah Sayyed Ali Khamenei,Non-democracy,Civilian Dict,Ayatollah Sayyed Ali Khamenei.Iran.1989.Civilian Dict,20,1989,0
755,Iraq,645,Western Asia,Asia,Abdul-Ilah,Non-democracy,Monarchy,Abdul-Ilah.Iraq.1946.Monarchy,7,1946,1
756,Iraq,645,Western Asia,Asia,Faisal II,Non-democracy,Monarchy,Faisal II.Iraq.1953.Monarchy,5,1953,0
757,Iraq,645,Western Asia,Asia,Najib el-Rubai,Non-democracy,Military Dict,Najib el-Rubai.Iraq.1958.Military Dict,5,1958,1
758,Iraq,645,Western Asia,Asia,Abdul Salam Arif,Non-democracy,Military Dict,Abdul Salam Arif.Iraq.1963.Military Dict,3,1963,0
759,Iraq,645,Western Asia,Asia,Abdul Rahman Arif,Non-democracy,Military Dict,Abdul Rahman Arif.Iraq.1966.Military Dict,2,1966,1
760,Iraq,645,Western Asia,Asia,Ahmed al-Bakr,Non-democracy,Military Dict,Ahmed al-Bakr.Iraq.1968.Military Dict,11,1968,1
761,Iraq,645,Western Asia,Asia,Saddam Hussein,Non-democracy,Civilian Dict,Saddam Hussein.Iraq.1979.Civilian Dict,24,1979,1
762,Iraq,645,Western Asia,Asia,Lt. Gen. John P. Abizaid,Non-democracy,Military Dict,Lt. Gen. John P. Abizaid.Iraq.2003.Military Dict,6,2003,0
763,Ireland,205,Northern Europe,Europe,Eamon de Valera,Democracy,Mixed Dem,Eamon de Valera.Ireland.1946.Mixed Dem,2,1946,1
764,Ireland,205,Northern Europe,Europe,John Costello,Democracy,Mixed Dem,John Costello.Ireland.1948.Mixed Dem,3,1948,1
765,Ireland,205,Northern Europe,Europe,Eamon de Valera,Democracy,Mixed Dem,Eamon de Valera.Ireland.1951.Mixed Dem,3,1951,1
766,Ireland,205,Northern Europe,Europe,John Costello,Democracy,Mixed Dem,John Costello.Ireland.1954.Mixed Dem,3,1954,1
767,Ireland,205,Northern Europe,Europe,Eamon de Valera,Democracy,Mixed Dem,Eamon de Valera.Ireland.1957.Mixed Dem,2,1957,1
768,Ireland,205,Northern Europe,Europe,Sean Lemass,Democracy,Mixed Dem,Sean Lemass.Ireland.1959.Mixed Dem,7,1959,1
769,Ireland,205,Northern Europe,Europe,John Lynch,Democracy,Mixed Dem,John Lynch.Ireland.1966.Mixed Dem,7,1966,1
770,Ireland,205,Northern Europe,Europe,Liam Cosgrave,Democracy,Mixed Dem,Liam Cosgrave.Ireland.1973.Mixed Dem,4,1973,1
771,Ireland,205,Northern Europe,Europe,John Lynch,Democracy,Mixed Dem,John Lynch.Ireland.1977.Mixed Dem,2,1977,1
772,Ireland,205,Northern Europe,Europe,Charles Haughey,Democracy,Mixed Dem,Charles Haughey.Ireland.1979.Mixed Dem,2,1979,1
773,Ireland,205,Northern Europe,Europe,Garret Fitzgerald,Democracy,Mixed Dem,Garret Fitzgerald.Ireland.1981.Mixed Dem,6,1981,1
774,Ireland,205,Northern Europe,Europe,Charles Haughey,Democracy,Mixed Dem,Charles Haughey.Ireland.1987.Mixed Dem,5,1987,1
775,Ireland,205,Northern Europe,Europe,Albert Reynolds,Democracy,Mixed Dem,Albert Reynolds.Ireland.1992.Mixed Dem,2,1992,1
776,Ireland,205,Northern Europe,Europe,John Bruton,Democracy,Mixed Dem,John Bruton.Ireland.1994.Mixed Dem,3,1994,1
777,Ireland,205,Northern Europe,Europe,Bertie Ahern,Democracy,Mixed Dem,Bertie Ahern.Ireland.1997.Mixed Dem,11,1997,1
778,Ireland,205,Northern Europe,Europe,Brian Cowen,Democracy,Mixed Dem,Brian Cowen.Ireland.2008.Mixed Dem,1,2008,0
779,Israel,666,Western Asia,Asia,David Ben-Gurion,Democracy,Parliamentary Dem,David Ben-Gurion.Israel.1948.Parliamentary Dem,5,1948,1
780,Israel,666,Western Asia,Asia,Moshe Sharett,Democracy,Parliamentary Dem,Moshe Sharett.Israel.1953.Parliamentary Dem,2,1953,1
781,Israel,666,Western Asia,Asia,David Ben-Gurion,Democracy,Parliamentary Dem,David Ben-Gurion.Israel.1955.Parliamentary Dem,8,1955,1
782,Israel,666,Western Asia,Asia,Levi Eshkol,Democracy,Parliamentary Dem,Levi Eshkol.Israel.1963.Parliamentary Dem,6,1963,0
783,Israel,666,Western Asia,Asia,Golda Meir,Democracy,Parliamentary Dem,Golda Meir.Israel.1969.Parliamentary Dem,5,1969,1
784,Israel,666,Western Asia,Asia,Yitzhak Rabin,Democracy,Parliamentary Dem,Yitzhak Rabin.Israel.1974.Parliamentary Dem,3,1974,1
785,Israel,666,Western Asia,Asia,Menachem Begin,Democracy,Parliamentary Dem,Menachem Begin.Israel.1977.Parliamentary Dem,6,1977,1
786,Israel,666,Western Asia,Asia,Yitzhak Shamir,Democracy,Parliamentary Dem,Yitzhak Shamir.Israel.1983.Parliamentary Dem,1,1983,1
787,Israel,666,Western Asia,Asia,Shimon Peres,Democracy,Parliamentary Dem,Shimon Peres.Israel.1984.Parliamentary Dem,2,1984,1
788,Israel,666,Western Asia,Asia,Yitzhak Shamir,Democracy,Parliamentary Dem,Yitzhak Shamir.Israel.1986.Parliamentary Dem,6,1986,1
789,Israel,666,Western Asia,Asia,Yitzhak Rabin,Democracy,Parliamentary Dem,Yitzhak Rabin.Israel.1992.Parliamentary Dem,3,1992,0
790,Israel,666,Western Asia,Asia,Shimon Peres,Democracy,Parliamentary Dem,Shimon Peres.Israel.1995.Parliamentary Dem,1,1995,1
791,Israel,666,Western Asia,Asia,Benjamin Netanyahu,Democracy,Parliamentary Dem,Benjamin Netanyahu.Israel.1996.Parliamentary Dem,3,1996,1
792,Israel,666,Western Asia,Asia,Ehud Barak,Democracy,Parliamentary Dem,Ehud Barak.Israel.1999.Parliamentary Dem,2,1999,1
793,Israel,666,Western Asia,Asia,Ariel Sharon,Democracy,Parliamentary Dem,Ariel Sharon.Israel.2001.Parliamentary Dem,5,2001,1
794,Israel,666,Western Asia,Asia,Ehud Olmert,Democracy,Parliamentary Dem,Ehud Olmert.Israel.1946.Parliamentary Dem,3,2006,1
795,Italy,325,Southern Europe,Europe,Alcide de Gasperi,Democracy,Parliamentary Dem,Alcide de Gasperi.Italy.1946.Parliamentary Dem,7,1946,1
796,Italy,325,Southern Europe,Europe,Giuseppe Pella,Democracy,Parliamentary Dem,Giuseppe Pella.Italy.1953.Parliamentary Dem,1,1953,1
797,Italy,325,Southern Europe,Europe,Mario Scelba,Democracy,Parliamentary Dem,Mario Scelba.Italy.1954.Parliamentary Dem,1,1954,1
798,Italy,325,Southern Europe,Europe,Antonio Segni,Democracy,Parliamentary Dem,Antonio Segni.Italy.1955.Parliamentary Dem,2,1955,1
799,Italy,325,Southern Europe,Europe,Adone Zoli,Democracy,Parliamentary Dem,Adone Zoli.Italy.1957.Parliamentary Dem,1,1957,1
800,Italy,325,Southern Europe,Europe,Amintore Fanfani,Democracy,Parliamentary Dem,Amintore Fanfani.Italy.1958.Parliamentary Dem,1,1958,1
801,Italy,325,Southern Europe,Europe,Antonio Segni,Democracy,Parliamentary Dem,Antonio Segni.Italy.1959.Parliamentary Dem,1,1959,1
802,Italy,325,Southern Europe,Europe,Amintore Fanfani,Democracy,Parliamentary Dem,Amintore Fanfani.Italy.1960.Parliamentary Dem,3,1960,1
803,Italy,325,Southern Europe,Europe,Aldo Moro,Democracy,Parliamentary Dem,Aldo Moro.Italy.1963.Parliamentary Dem,5,1963,1
804,Italy,325,Southern Europe,Europe,Mariano Rumor,Democracy,Parliamentary Dem,Mariano Rumor.Italy.1968.Parliamentary Dem,2,1968,1
805,Italy,325,Southern Europe,Europe,Emilio Colombo,Democracy,Parliamentary Dem,Emilio Colombo.Italy.1970.Parliamentary Dem,2,1970,1
806,Italy,325,Southern Europe,Europe,Giulio Andreotti,Democracy,Parliamentary Dem,Giulio Andreotti.Italy.1972.Parliamentary Dem,1,1972,1
807,Italy,325,Southern Europe,Europe,Mariano Rumor,Democracy,Parliamentary Dem,Mariano Rumor.Italy.1973.Parliamentary Dem,1,1973,1
808,Italy,325,Southern Europe,Europe,Aldo Moro,Democracy,Parliamentary Dem,Aldo Moro.Italy.1974.Parliamentary Dem,2,1974,1
809,Italy,325,Southern Europe,Europe,Giulio Andreotti,Democracy,Parliamentary Dem,Giulio Andreotti.Italy.1976.Parliamentary Dem,3,1976,1
810,Italy,325,Southern Europe,Europe,Francisco Cossiga,Democracy,Parliamentary Dem,Francisco Cossiga.Italy.1979.Parliamentary Dem,1,1979,1
811,Italy,325,Southern Europe,Europe,Arnaldo Forlani,Democracy,Parliamentary Dem,Arnaldo Forlani.Italy.1980.Parliamentary Dem,1,1980,1
812,Italy,325,Southern Europe,Europe,Giovanni Spadolini,Democracy,Parliamentary Dem,Giovanni Spadolini.Italy.1981.Parliamentary Dem,1,1981,1
